title,key,tempo,danceability,loudness,acousticness,duration_ms,year,uri,playlist,id,energy,liveness,time_signature,valence,instrumentallness,mode,speechiness
Get Down Tonight - 2004 Remaster,B flat,112.629,0.671,-11.414,0.137,317160,1975,spotify:track:2qVZpGu1v98tvUAutqyAfJ,Billboard Hot 100 1975,309GGF49SIX3P2WK072QIWYSV,0.776,0.394,4,0.92,0.00649,major,0.0282
One Man Woman/One Woman Man,F,109.868,0.691,-7.65,0.289,184067,1975,spotify:track:218AiunmmYDSPVKgCTa4Q7,Billboard Hot 100 1975,IUL42DJTO9IYQM4LFDVC4LKAW,0.767,0.123,4,0.883,1.08E-05,major,0.035
You Are So Beautiful,C#,83.391,0.297,-10.944,0.846,159640,1975,spotify:track:1gJOqXpRjz9GeEEwQpcujK,Billboard Hot 100 1975,PR6DDAWB9FPG04HBKY1ZWXIAN,0.182,0.134,3,0.092,0.00267,major,0.0298
Feel like Makin' Love - 2015 Remaster,G,85.126,0.543,-9.717,0.326,313840,1975,spotify:track:3KPwt1LBpt1jVSHz8GXERo,Billboard Hot 100 1975,4J3QSAJ7AAU504Y30D9Z9WF6K,0.529,0.709,4,0.746,0.00269,major,0.0301
How Sweet It Is (To Be Loved By You) - 2019 Remaster,C,109.008,0.764,-10.961,0.336,216387,1975,spotify:track:75Nlnd9AJ4CYrLXgWGsuTF,Billboard Hot 100 1975,FF9R5Z1VUBK170BYR18U0K7DA,0.628,0.0977,4,0.823,0,major,0.048
Dance with Me,D,98.485,0.565,-10.083,0.551,180480,1975,spotify:track:3D0fUBloGwPcLGLyheGWXu,Billboard Hot 100 1975,9G00BEMJZJ2W2IR4GKD6SXEYV,0.392,0.247,4,0.493,0.000106,major,0.0268
Cut the Cake - Single Edit,G,108.622,0.807,-11.925,0.284,247973,1975,spotify:track:3xbxpWicMrEJWwNhgvMjp6,Billboard Hot 100 1975,F5KOKIW74411SZZ8XELTK10XK,0.632,0.0364,4,0.964,0.668,major,0.0524
Never Can Say Goodbye - Single Version,G,125.681,0.611,-3.18,0.000588,179467,1975,spotify:track:3b9Cpi8jW9jNoyx72QbfRO,Billboard Hot 100 1975,BPQ1LG9GXU9G5P2IFVPWANXJB,0.882,0.397,4,0.895,0.926,minor,0.028
I Don't Like To Sleep Alone,B flat,127.237,0.48,-9.696,0.413,198827,1975,spotify:track:0kgjL2oRFsV6GSwVNCcQS6,Billboard Hot 100 1975,Y0R7MJHU783AKPD1L0ANTHPB1,0.557,0.267,4,0.26,7.71E-06,major,0.0276
Morning Side Of The Mountain,B flat,110.742,0.433,-7.683,0.738,183867,1975,spotify:track:0g9GlQ0SgKdYwYj3ZKR8z2,Billboard Hot 100 1975,F0O1O8S6XDECT07QQUZ1C8L62,0.512,0.0916,3,0.465,0,major,0.0286
When Will I See You Again,A,120.753,0.564,-9.245,0.732,178747,1975,spotify:track:02srSkeu2pzybuVr2B9TJm,Billboard Hot 100 1975,O8BA33ARC554SLYJTL0G9FZ3F,0.593,0.343,4,0.766,0.00366,major,0.0328
"Get Down, Get Down (Get on the Floor) - Rerecorded Version",G#,113.801,0.689,-9.205,0.196,176920,1975,spotify:track:35xAXJ0EVKTS78XgcEB7GU,Billboard Hot 100 1975,FGM5Z33FDZ0HMLPH32XLIRWGJ,0.555,0.148,4,0.831,0,major,0.0377
I'm Sorry,G,127.596,0.447,-15.258,0.891,211773,1975,spotify:track:5opuphTIXgUUClEs5mnIQN,Billboard Hot 100 1975,PODNF9552AE2MZJ29LGJKDAB8,0.236,0.201,4,0.527,0.00151,major,0.0313
Killer Queen - Remastered 2011,B flat,117.188,0.535,-6.328,0.379,179600,1975,spotify:track:7GqWnsKhMtEW0nzki5o0d8,Billboard Hot 100 1975,6V63H5Q7IPV173BZRZAWX1U72,0.65,0.14,4,0.61,0,major,0.0554
Shoeshine Boy,D,167.201,0.641,-10.621,0.326,195493,1975,spotify:track:1vIsPpjkRBJyFBbYdQNopN,Billboard Hot 100 1975,NR771E5OFNVG063CHVW8MKG9H,0.661,0.11,4,0.941,2.46E-05,major,0.0491
Do It ('Til You're Satisfied),B flat,104.838,0.703,-10.136,0.115,353987,1975,spotify:track:4lnQfs7AmQm6dqCaNMDJLr,Billboard Hot 100 1975,TLJ1IIUKSJZSAEPEO6QPBWF6N,0.761,0.103,4,0.652,4.99E-06,major,0.0552
Can't Get It out of My Head,C,169.146,0.226,-14.449,0.748,261467,1975,spotify:track:1f94GhohgeVq9SNwyFI691,Billboard Hot 100 1975,CT1ND3ZXWZ8N2I3SD6CPY0PFJ,0.382,0.131,4,0.33,0.0084,major,0.0281
Sha-La-La (Make Me Happy),C,110.726,0.747,-13.78,0.0672,179840,1975,spotify:track:2J9ChZBgjDLdGaIKdKQcP0,Billboard Hot 100 1975,J9S8G0WSCZYWBDNXYMLSI93J9,0.395,0.219,4,0.85,0.0299,major,0.0321
Lonely People,G,79.368,0.557,-9.294,0.261,150227,1975,spotify:track:5coTcHT7K8O3G97y9T4LOU,Billboard Hot 100 1975,1CTOOPEFYTWC38JWU4132FS1O,0.473,0.0658,4,0.56,3.95E-05,major,0.0262
You Got The Love,C,95.637,0.619,-8.629,0.543,285040,1975,spotify:track:3z1wso55PIBeYKdkjFtSro,Billboard Hot 100 1975,YAXMQPHYIV3FRZL8OYSMC3JZU,0.674,0.115,4,0.962,0.000549,major,0.071
The Rockford Files Theme (In the Style of Mike Post) [instrumental Backing Track],G,105.338,0.598,-10.184,0.0195,204278,1975,spotify:track:46cybHoioK6NYx5F3KosQX,Billboard Hot 100 1975,KYOJJEYLQ90YSBQH8Z727Y11Q,0.484,0.222,4,0.472,0.889,major,0.029
It Only Takes A Minute,F,122.598,0.642,-8.087,0.104,241387,1975,spotify:track:7L24ueXfFCegIfpxmRLbmM,Billboard Hot 100 1975,T47PKAHW3UAT25HQF1G0DTFQC,0.664,0.658,4,0.963,0.102,minor,0.0334
No-No Song,C,118.766,0.902,-13.736,0.133,154693,1975,spotify:track:2YnZugg0pdEkAtSHR4dwFo,Billboard Hot 100 1975,83WSVKAZMO6ZSZXIBPSG7SSHB,0.534,0.084,4,0.917,0,major,0.106
Junior's Farm - DJ Edit,C,132.558,0.505,-6.677,0.0326,183040,1975,spotify:track:0VaPY3XlVYUGXB9hR1fj1G,Billboard Hot 100 1975,UQWQ5SEJ2XHD9MEAJ1XL8MYYW,0.849,0.174,4,0.463,5.43E-05,major,0.0359
Bungle in the Jungle - 2002 Remaster,B,106.142,0.621,-10.797,0.275,216213,1975,spotify:track:1IQAsCKoXsEJ7tdI0dxTqT,Billboard Hot 100 1975,MAH71U0PEI6VNK5C82GS80V4U,0.561,0.323,4,0.961,0,minor,0.0308
Long Tall Glasses (I Can Dance) - Remastered,A,142.996,0.641,-7.17,0.247,190000,1975,spotify:track:3AA2SafseoJo431Pee120g,Billboard Hot 100 1975,7UWD8N264K78WL7X7SM8K7VTX,0.884,0.132,3,0.758,0.000316,major,0.06
Misty - 1975 #3Country; #14Pop Billboard chart hit,D,100.326,0.591,-13.72,0.187,175933,1975,spotify:track:6oamuJZeT7F13iLwACdQ4X,Billboard Hot 100 1975,37OMNM7KDLM8F3ULUS519IV9P,0.551,0.0749,4,0.877,0.000652,major,0.0286
Someone Saved My Life Tonight,C#,129.98,0.457,-9.796,0.329,404933,1975,spotify:track:0bLOiofyBB62YU2cNnONJG,Billboard Hot 100 1975,XAGPV00UOWN6Q8Y7FHX2W3J78,0.428,0.169,4,0.151,2.21E-06,major,0.0283
Bad Blood,D,148.711,0.737,-8.347,0.174,189067,1975,spotify:track:5ABrBYbzepxzcW9pLIWw1j,Billboard Hot 100 1975,TOFVDBXJV7DJ0VLDHSRP2GKJV,0.736,0.236,4,0.862,0.00217,major,0.0458
Only Yesterday,G#,137.557,0.359,-14.401,0.0271,250868,1975,spotify:track:6pVLgwDRTCORcbn5czge5R,Billboard Hot 100 1975,RBE8UGV63NO46VFP9LOIU33UP,0.438,0.131,4,0.581,0,major,0.0376
I'm On Fire - Remastered,C#,123.277,0.597,-9.305,1.71E-05,199627,1975,spotify:track:4etVLoQK3znrv8bVC8grsE,Billboard Hot 100 1975,FHIS8UHZGXAZ0OYSRBWGUIH39,0.706,0.0673,4,0.817,0.0692,minor,0.0282
Only You (And You Alone),E,96.752,0.83,-16.004,0.13,207240,1975,spotify:track:42eZC1LaQ3qioZWVLisVT6,Billboard Hot 100 1975,SWQQQHUYRB88WAZGKIAIMY0HE,0.303,0.0825,4,0.882,0.000447,major,0.0371
Third Rate Romance - Remastered,A,116.207,0.825,-10.169,0.714,201827,1975,spotify:track:1oRvLqwJowH9JU0uO1iVzA,Billboard Hot 100 1975,J8805HU25TV8V8E0D19EHU6Y2,0.532,0.195,4,0.778,0.000312,major,0.0341
You Ain't Seen Nothing Yet,B,118.392,0.475,-15.039,0.000146,234867,1975,spotify:track:0HOrDVS349XFcpCYsO2hAP,Billboard Hot 100 1975,PZRQ3F0F7F69YR6DEYG4W71VB,0.439,0.223,4,0.76,0.000277,minor,0.0427
Swearin' to God - Single Version,C#,108.921,0.667,-7.364,0.288,245333,1975,spotify:track:6lU9fLdtauyk0bE2HRHyve,Billboard Hot 100 1975,Y945SLPJ92MOE5Z0DWI3ZE302,0.785,0.0597,4,0.73,0.000122,major,0.0635
Get Dancin',G,106.702,0.423,-10.742,0.384,265813,1975,spotify:track:2sS9mn3iRJ6cnjUOYXyQmW,Billboard Hot 100 1975,1R3NDR8IEW9UPI9XSSX8N2IVY,0.866,0.931,4,0.391,0.0376,major,0.0884
Silly Love Songs - Remastered 1993,C,125.11,0.739,-16.23,0.184,352933,1976,spotify:track:3bC0IKk62yB6TDaratb1s2,Billboard Hot 100 1976,ZDNU8IDMJED9626YCTKAECVSC,0.335,0.131,4,0.818,0.244,major,0.0346
Don't Go Breaking My Heart,F,131.193,0.742,-7.823,0.177,271133,1976,spotify:track:5pKJtX4wBeby9qIfFhyOJj,Billboard Hot 100 1976,RE2L8718JNCNT1A10CIFAXR5V,0.863,0.0699,4,0.776,5.59E-06,major,0.038
Disco Lady,D,103.751,0.719,-8.002,0.0568,267067,1976,spotify:track:1tMyqN7bNCokdg7jWgKPc8,Billboard Hot 100 1976,ILPUKSYHSXVUCRP6AIFQK536D,0.79,0.0573,4,0.846,0,major,0.0521
"December, 1963 (Oh What a Night!)",C#,104.409,0.737,-13.489,0.0588,197147,1976,spotify:track:1hQFF33xi8ruavZNyovtUN,Billboard Hot 100 1976,MWN87782DWVNRBA3PESFW0J2B,0.495,0.0542,4,0.967,9.12E-06,major,0.027
Play That Funky Music,A,109.394,0.814,-12.068,0.0435,300000,1976,spotify:track:5uuJruktM9fMdN9Va0DUMl,Billboard Hot 100 1976,ZFANGOJTIA4UZPXTKJOQAUWHZ,0.672,0.061,4,0.933,0,major,0.0619
Kiss and Say Goodbye,B flat,129.084,0.645,-10.09,0.555,266733,1976,spotify:track:0rHiGIRASJq8snJGFJMpnI,Billboard Hot 100 1976,IZ5LN7ODP1Q3CJXXB5BYNVIGF,0.42,0.125,4,0.583,0,major,0.0624
Love Machine - Pt. 1,F,143.738,0.741,-12.048,0.0637,181440,1976,spotify:track:1b833AsiKCEhLLxmdQu9Hw,Billboard Hot 100 1976,LWTANW0M8F4GG6JWT5GADAIDW,0.829,0.048,4,0.818,0,major,0.0554
50 Ways to Leave Your Lover,G,101.684,0.815,-12.814,0.166,217347,1976,spotify:track:6Qb7gtV6Q4MnUjSbkFcopl,Billboard Hot 100 1976,KPSTG6L1PCXQWEAV3V5ZIB2DV,0.372,0.0767,4,0.293,0.000116,major,0.0752
Love Is Alive,B flat,98.346,0.77,-13.632,0.0614,230107,1976,spotify:track:5vVuiXoHyRGxJeCaHUpgae,Billboard Hot 100 1976,QBFSN5I5GWUCBENEZ68J97EJL,0.553,0.103,4,0.904,0.00106,major,0.0268
A Fifth Of Beethoven,C,108.753,0.688,-13.311,0.316,182533,1976,spotify:track:1hR3TNe1neCWRQatSVOFfX,Billboard Hot 100 1976,JNZB08OTF2OPS5XZDHV4TACZ7,0.506,0.0611,4,0.784,0.69,minor,0.0408
Sara Smile,D,150.038,0.592,-10.81,0.357,185293,1976,spotify:track:1qjrYozGqc7upUgfN776lZ,Billboard Hot 100 1976,OF2CVSWABKG1BUJYOUICQHYUV,0.398,0.119,3,0.204,0.000925,minor,0.0678
Afternoon Delight,F,72.95,0.557,-10.482,0.492,194867,1976,spotify:track:7kTgtuZKDvVGNgbqnLwIzn,Billboard Hot 100 1976,FYV3DHM8Q06NFZZA1IIN50QDG,0.46,0.202,4,0.769,2.80E-06,major,0.0301
I Write the Songs,F,142.595,0.267,-8.79,0.824,235800,1976,spotify:track:12FZTFRyd4RBzvKf8RB0zO,Billboard Hot 100 1976,PTZ9U9807SN2ZHI8X1GLBVDK0,0.417,0.087,4,0.331,0.000961,major,0.0283
Fly Robin Fly,C,100.278,0.826,-14.153,0.00719,230920,1976,spotify:track:4Wr14AISsCuBGdkA6rids4,Billboard Hot 100 1976,97BKM58URVPTYHTM842T8Z97G,0.406,0.0725,4,0.939,0.731,minor,0.0317
Love Hangover - Single Version,C#,111.539,0.5,-9.5,0.306,229373,1976,spotify:track:3gbnQ7TJEx1EI9chRZXVXl,Billboard Hot 100 1976,E0G4N6DHUFXC30K7RJBT5UT5I,0.761,0.0431,4,0.864,0.00593,major,0.0415
Get Closer,D,96.469,0.653,-12.641,0.434,238147,1976,spotify:track:5Eq0mobXSnyWu1dpE6lSdY,Billboard Hot 100 1976,CEG9NH4VQN8QXY12ZITI3WJB5,0.437,0.0689,4,0.63,6.74E-05,major,0.028
"More, More, More - Single Version",A,104.231,0.657,-11.704,0.0183,180280,1976,spotify:track:3AE5u8SGUVStmdjXzHWflz,Billboard Hot 100 1976,Z3YCZQQY2T56BMHRR9PQ35E46,0.667,0.203,4,0.868,0.000282,minor,0.0356
Bohemian Rhapsody - Remastered 2011,C,143.883,0.392,-9.961,0.288,354320,1976,spotify:track:7tFiyTwD0nx5a1eklYtX2J,Billboard Hot 100 1976,N25VJ454QSF6WD884BE770VF3,0.402,0.243,4,0.228,0,minor,0.0536
Misty Blue,E flat,173.365,0.394,-14.664,0.658,222400,1976,spotify:track:20JcxdRw8gvqTY1EEpYxHb,Billboard Hot 100 1976,GW66IOSB6QPCDH7W47SZASPQC,0.243,0.085,3,0.504,0.00603,major,0.0302
Boogie Fever,G,132.56,0.917,-8.445,0.167,211413,1976,spotify:track:3FZB0xezeoc1ddx72eg7iF,Billboard Hot 100 1976,NQYTMT6C2FL360NRSJZGT6YOL,0.823,0.0258,4,0.969,0.000945,minor,0.0368
I'd Really Love to See You Tonight,F,119.172,0.62,-12.044,0.184,159107,1976,spotify:track:2r008pcfVYc0zgQvSRqUJE,Billboard Hot 100 1976,C7MTIOQFXM2LC850B16UXXA2Z,0.556,0.301,4,0.592,0,major,0.0336
You Sexy Thing,F,105.853,0.791,-5.465,0.523,244920,1976,spotify:track:714hERk9U1W8FMYkoC83CO,Billboard Hot 100 1976,2I7O4FGZLYM0IJJKBYQTHBCVX,0.733,0.167,4,0.962,0.0016,major,0.0633
Love Hurts,G,79.766,0.485,-11.853,0.00596,233133,1976,spotify:track:1i5oEx2vFczQ2sCY3c6Kn5,Billboard Hot 100 1976,G06M8YOACWU5BQBBHU1WBWMS8,0.328,0.325,4,0.138,0.0032,major,0.0254
Get Up and Boogie - That's Right,G,104.988,0.797,-14.86,0.117,172067,1976,spotify:track:66wkmlfx3H0Oqg1frvJjhu,Billboard Hot 100 1976,D7JWKW0KJFNNF8YKMR110UYEG,0.552,0.0806,4,0.967,0.00132,major,0.0303
Take It to the Limit - 2013 Remaster,B,91.137,0.435,-8.795,0.0916,287091,1976,spotify:track:2cWHN0WK52RGAWHgaDamUA,Billboard Hot 100 1976,A8QIX0VR4XBQZBR8HDAY0HCG8,0.423,0.132,3,0.451,0.000659,major,0.024
"(Shake, Shake, Shake) Shake Your Booty",B flat,112.124,0.649,-12.243,0.00606,186907,1976,spotify:track:3Is0Nnz59rzbNZE491URlY,Billboard Hot 100 1976,8QLF7SMB7UG7GYAR7SMNPN4C2,0.825,0.104,4,0.961,0.154,minor,0.0335
Sweet Love,C#,101.22,0.597,-12.437,0.281,206627,1976,spotify:track:1gSmU1LlCndh23gvcsgPfo,Billboard Hot 100 1976,K1GPXMNDY31YWOKO6L2HVTPPY,0.403,0.0679,4,0.617,0,major,0.041
Right Back Where We Started From,F,148.018,0.692,-5.715,0.49,192267,1976,spotify:track:00s8dO3RWrFkBqC9JIy6ag,Billboard Hot 100 1976,PP5U7IEMQHB3MJV2T25LLEGLV,0.653,0.455,4,0.901,0.00707,major,0.0392
Theme From S.W.A.T.,A,109.282,0.634,-6.365,0.00121,201493,1976,spotify:track:5x9xxVr7nJ9xMfDIW02Nv3,Billboard Hot 100 1976,B4OELHUI4H6NR6U050S50Q040,0.897,0.134,4,0.963,0.867,minor,0.0398
Love Rollercoaster,C,115.125,0.613,-10.175,0.181,290160,1976,spotify:track:1hRDHWWealh2Pk3fnpIe75,Billboard Hot 100 1976,6Q4SOTLT2607BWHP6PEA30JYG,0.82,0.049,4,0.465,1.45E-06,major,0.0737
"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack",C,123.009,0.681,-10.911,0.0182,256493,1976,spotify:track:2xiOdusRnZezQok1RgLNeS,Billboard Hot 100 1976,UQ5J15ES18NX8977NBHUDWUSN,0.716,0.337,4,0.963,0.17,major,0.0333
You'll Never Find Another Love Like Mine,D,110.623,0.691,-8.457,0.148,266200,1976,spotify:track:6OylYIXrIH2E3hgg7Dqz5M,Billboard Hot 100 1976,3P03UF92NCOPESZN24V21CAP4,0.718,0.108,4,0.934,4.81E-05,major,0.0317
Golden Years - 2016 Remaster,F#,108.287,0.68,-10.36,0.316,243280,1976,spotify:track:4JRem7xHp2l0kmUvt9zCKu,Billboard Hot 100 1976,NLVFXL9F3LT8NPKAXM28IM7DS,0.701,0.111,4,0.933,4.72E-06,minor,0.036
Moonlight Feels Right,G,120.391,0.67,-8.11,0.468,221067,1976,spotify:track:7sfMjwBcAatrNH46rn1YsK,Billboard Hot 100 1976,N7AXEBJACNL551Q4L4Q8H53OL,0.778,0.115,4,0.853,7.52E-05,major,0.0274
Only Sixteen,F,101.617,0.622,-16.335,0.938,164747,1976,spotify:track:7c52LVpkxq3dzMEkDWiQyw,Billboard Hot 100 1976,1D77NW7MUWBBIK9MA8D02W2VB,0.21,0.298,4,0.662,0.00143,major,0.0336
Let Your Love Flow,E flat,109.071,0.679,-14.687,0.0611,198760,1976,spotify:track:064SVQsmWl5EF0zahmzkQk,Billboard Hot 100 1976,WRF851VKJEB7SCFQLMD5KV4Q4,0.553,0.139,4,0.946,7.16E-06,major,0.0316
Dream Weaver,E,140.243,0.266,-13.682,0.244,256173,1976,spotify:track:74DrA5fFoGSy4xgkZarZtP,Billboard Hot 100 1976,0S9R6M9RSIM1H30K5P3FFUKFT,0.389,0.0688,4,0.148,1.42E-06,major,0.0305
"Turn the Beat Around - 7"" Single Edit",F#,131.242,0.707,-7.54,0.445,204653,1976,spotify:track:00Zum0eGUHgcE5l8MoNuUG,Billboard Hot 100 1976,856X8KA2UEROFIZXYQ68VXO89,0.864,0.366,4,0.822,0,minor,0.072
Lonely Night (Angel Face),C,122.139,0.593,-9.163,0.508,198200,1976,spotify:track:0qgsctXeEVnUwgGESn3vW4,Billboard Hot 100 1976,DJ4ZYWHDVSPZLKT3MJJBU84XH,0.698,0.0796,4,0.647,2.23E-05,major,0.191
All By Myself - Single Edit,G,115.962,0.442,-10.778,0.721,271627,1976,spotify:track:6G3DBTj1s8fuKMAvzTK5JI,Billboard Hot 100 1976,S970SSQE0KOVLFTRLT9CHOJOI,0.398,0.488,4,0.178,0.763,minor,0.0315
Love To Love You Baby,G#,96.178,0.594,-16.193,0.0887,255048,1976,spotify:track:2GinEvCvwEV4M5JHtnEzHC,Billboard Hot 100 1976,M9NHH5IWE9WRO52PTND8N66QC,0.499,0.152,4,0.403,0.000319,major,0.0931
Deep Purple,G,133.233,0.556,-11.255,0.563,167133,1976,spotify:track:5uCdho3CNRdYSfku516S64,Billboard Hot 100 1976,P5C2R76333JYW0OPRXIRXOVYV,0.5,0.195,4,0.603,0,major,0.0346
Theme From Mahogany (Do You Know Where You're Going To) - Single Version,C,139.842,0.323,-10.658,0.553,204493,1976,spotify:track:10VbGCpgC4FtmYSwBLvIDX,Billboard Hot 100 1976,8NOZP4NF9DDMG73AAVIBGCEKK,0.42,0.096,4,0.286,0.002,minor,0.0291
Sweet Thing,A,80.557,0.71,-12.82,0.725,200147,1976,spotify:track:0bqZnsPz4klg5TuWGcKb34,Billboard Hot 100 1976,VBVLM298A22XUJ6CIDJG0AYHL,0.387,0.113,4,0.806,0.00617,major,0.0484
That's the Way (I Like It) - 2004 Remaster,F,108.674,0.68,-10.241,0.191,185107,1976,spotify:track:1qiQduM84A0VeH8Y2uAbqi,Billboard Hot 100 1976,GER9CZLNUF60VWKH1ZTYQKV5Z,0.877,0.349,4,0.922,0.000656,minor,0.0353
A Little Bit More,G,180.833,0.303,-13.148,0.616,173960,1976,spotify:track:7wz2Amu2EVjGYQzqlLwCKg,Billboard Hot 100 1976,KJ2994F2ZC8FWKY9R579DXC5F,0.421,0.314,4,0.472,0,major,0.0353
Shannon,F,87.838,0.558,-11.771,0.23,233677,1976,spotify:track:4IYoyOVK9oQyJS1QZt5Vyj,Billboard Hot 100 1976,D49TABU6H3UO0QXCJGJIP1OCC,0.36,0.18,4,0.509,0.00248,major,0.0232
If You Leave Me Now,B,104.183,0.434,-6.784,0.0197,235373,1976,spotify:track:0KMGxYKeUzK9wc5DZCt3HT,Billboard Hot 100 1976,H1ZW2YK8ZDLJTXW5JKLF4IMNM,0.563,0.128,4,0.275,0.000824,major,0.0268
Lowdown,B,116.499,0.662,-5.544,0.0812,315640,1976,spotify:track:0nlZjTPzW6S9JIESuGfImT,Billboard Hot 100 1976,GJBSHYKCXNPB6AMCZFMUK1X1Z,0.788,0.0351,4,0.929,0.141,minor,0.0635
Show Me The Way - Live / Remixed,D,132.436,0.556,-4.267,0.0325,272467,1976,spotify:track:5uS8HGp7VfuU5fDarEbNi7,Billboard Hot 100 1976,NYQFHAE2S7JZPONX5BYM4I673,0.944,0.943,4,0.452,0,major,0.0445
Dream On,C#,160.9,0.307,-10.057,0.388,266960,1976,spotify:track:5MxNLUsfh7uzROypsoO5qe,Billboard Hot 100 1976,5ND5F59F0EAJ429F6426B6YLE,0.433,0.332,4,0.224,9.08E-05,major,0.029
I Love Music,C,127.612,0.643,-8.063,0.0523,413067,1976,spotify:track:222TScMmzaZ0IdkvbLoin2,Billboard Hot 100 1976,4LR9FW2ZLMGYDB9QVFLM2EZ5M,0.838,0.328,4,0.923,6.15E-05,minor,0.0455
Say You Love Me,A,128.068,0.723,-13.436,0.0187,249947,1976,spotify:track:6lrQo6KAYvb92MGk6ZuZlt,Billboard Hot 100 1976,YMDKRKF0JW7AFKS0AF1H0R6GW,0.596,0.16,4,0.962,0.00513,major,0.0308
Times Of Your Life,G,76.524,0.391,-9.876,0.573,195760,1976,spotify:track:3AdX0KdVoMBqe82b19rWAU,Billboard Hot 100 1976,VTZTFR6EP2CJF0WKHZ0PM9FYU,0.441,0.0665,4,0.513,0,major,0.0267
Devil Woman,C,116.687,0.71,-5.996,0.0792,214576,1976,spotify:track:2oRn0QuaWQ1hragGQ7XZ9s,Billboard Hot 100 1976,PYRF2FYUVAQZ8DZI2ZJAUN4LT,0.792,0.0871,4,0.858,3.32E-05,major,0.0453
Fooled Around And Fell In Love,B flat,113.325,0.633,-11.494,0.042,276000,1976,spotify:track:2hE5Lm5XOHR4t3xlhIFauP,Billboard Hot 100 1976,3UQBO8QP5Q4J7J8USH26ZWNSR,0.621,0.186,3,0.593,0.0172,major,0.0313
Convoy,F,111.62,0.68,-14.876,0.857,230600,1976,spotify:track:6dGWq08LXuIw6T2oUeHECh,Billboard Hot 100 1976,3EA7S8FUPAVT2VVC07270LH33,0.543,0.0881,4,0.796,0.000116,major,0.141
"Welcome Back (Theme from Welcome Back, Kotter)",E,111.297,0.745,-13.002,0.412,170893,1976,spotify:track:2pS6zWWQCpO0IVEBIbzJh8,Billboard Hot 100 1976,NG4OT6G4SXGN5777UVM4CLA4J,0.373,0.158,4,0.904,8.88E-05,minor,0.0325
Sing a Song,A,122.325,0.774,-7.5,0.157,203867,1976,spotify:track:5W5FVsgGCe3T9nIMkiXqNo,Billboard Hot 100 1976,86ZDXTIDT4F1AL5PO014RMDJW,0.698,0.0684,4,0.969,0.00027,major,0.0481
Heaven Must Be Missing An Angel - Pt. 1,A,116.791,0.612,-9.209,0.00716,394133,1976,spotify:track:3ad1MVf3CUFCWW1EyMc9kk,Billboard Hot 100 1976,74318N70PZ8VM5M74RGVE321T,0.749,0.393,4,0.969,0,minor,0.0345
I'll Be Good To You,B,98.266,0.756,-11.874,0.417,288093,1976,spotify:track:1mo1tQypPi59Unv8vWuNbL,Billboard Hot 100 1976,XBNITE6LYN1PADTV8EIQ2E035,0.661,0.0605,4,0.93,0.000929,minor,0.0371
Rock And Roll Music - Remastered 2012,E,143.889,0.686,-7.257,0.237,148973,1976,spotify:track:1MBCgbqS8pler2aTQa1qqc,Billboard Hot 100 1976,LJONNNFYVRN1VYSEIP7MBFF2H,0.704,0.0411,4,0.942,0,major,0.233
Shop Around,C#,125.338,0.643,-8.109,0.274,210240,1976,spotify:track:3maAFCOtAdJElV8gdU5GG4,Billboard Hot 100 1976,BQ40PQRAN2AQBQ5KLLTI79KLU,0.719,0.0488,4,0.963,3.72E-05,major,0.0426
Saturday Night,G,136.336,0.508,-9.585,0.0931,174467,1976,spotify:track:2Z7FT1lDIAwdAtoQNHNWxB,Billboard Hot 100 1976,5ABBZIGWCGWD4SLEY77Q2JUW6,0.691,0.106,4,0.872,0.000494,major,0.0635
Island Girl,B flat,139.915,0.701,-8.489,0.115,222093,1976,spotify:track:2u3UJ9KyduTnbi9yUVGYfW,Billboard Hot 100 1976,QSP6FM91A5UN403AMERE1CZOA,0.895,0.257,4,0.415,1.34E-06,major,0.0616
Let's Do It Again,C#,80.299,0.637,-11.397,0.394,293600,1976,spotify:track:1YQIOrrOg1UDqZCGcZWQ0a,Billboard Hot 100 1976,TF1XG8YV0CTCPYXA2FBP9IRML,0.524,0.129,4,0.82,6.91E-06,minor,0.0428
Let 'Em In - 2014 Remaster,B flat,88.054,0.761,-11.849,0.491,311880,1976,spotify:track:0m9njSz9IP5nIxcC6O80QX,Billboard Hot 100 1976,9H4AE1PPL20NA887GJZX1HHZ1,0.482,0.0864,4,0.626,0.31,major,0.0572
This Masquerade - 2015 GH Version,C,180.696,0.47,-14.146,0.155,196920,1976,spotify:track:7GkaclZPWxJujsylkMetsW,Billboard Hot 100 1976,99EZIP0M9M97TXIZETG81P9DQ,0.296,0.0878,4,0.539,1.61E-05,minor,0.0356
Evil Woman,A,119.855,0.703,-8.611,0.461,259827,1976,spotify:track:5qRJD1yaLJ5s0J3JpbgnwA,Billboard Hot 100 1976,17HL835OKI40YQS71D3BI04US,0.58,0.518,4,0.896,2.74E-05,minor,0.0282
Wham Bam Shang-A-Lang,C#,121.454,0.65,-4.932,0.353,212840,1976,spotify:track:3qrEG6rQ9Qm72MNWeUKKiU,Billboard Hot 100 1976,EXOXPIYWJ611JKCEUUR6YHKHL,0.759,0.155,4,0.943,0,major,0.0355
I'm Easy,C,79.751,0.572,-19.276,0.829,182400,1976,spotify:track:2fOvZexdYmgJgVus0Hwu7Z,Billboard Hot 100 1976,UDZOJW6IDCBWKLQ9VYH7K0N44,0.22,0.115,4,0.476,0.000608,major,0.0569
